,molecule_chembl_id,Ki,units,pKi,smiles
1111,CHEMBL428086,3780.0,nM,5.42,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4nc(-c5ccc(Cl)cc5)no4)c3)nc2n(CC)c1=O
1112,CHEMBL410529,1950.0,nM,5.71,CCCn1c(=O)c2[nH]c(-c3cnn(-c4ccc[n+]([O-])c4)c3)nc2n(CC)c1=O
1113,CHEMBL427736,2280.0,nM,5.64,CCn1c(=O)n(CC2CC2)c(=O)c2[nH]c(-c3cnn(-c4ccc(C(F)(F)F)nc4)c3)nc21
1114,CHEMBL259565,5410.0,nM,5.27,CCn1c(=O)n(CC(C)C)c(=O)c2[nH]c(-c3cnn(-c4ccc(C(F)(F)F)nc4)c3)nc21
1115,CHEMBL259772,2250.0,nM,5.65,CCCn1c(=O)c2[nH]c(-c3cnn(-c4ccc(C(F)(F)F)nc4)c3)nc2n(CC)c1=O
1116,CHEMBL260878,670.0,nM,6.17,CCCn1c(=O)c2[nH]c(-c3cnn(-c4ccc(C)nc4)c3)nc2n(CC)c1=O
1117,CHEMBL261526,312.0,nM,6.51,CCCn1c(=O)c2[nH]c(-c3cnn(-c4cccnc4)c3)nc2n(CC)c1=O
1118,CHEMBL261525,411.0,nM,6.39,CCCn1c(=O)c2[nH]c(-c3cnn(-c4ccccn4)c3)nc2n(CC)c1=O
1119,CHEMBL258499,1090.0,nM,5.96,CCn1c(=O)n(CC(C)C)c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc21
1120,CHEMBL261819,3850.0,nM,5.42,CCn1c(=O)n(CC(C)C)c(=O)c2[nH]c(-c3cnn(Cc4cccc(F)c4)c3)nc21
1121,CHEMBL261817,1220.0,nM,5.91,CCn1c(=O)n(CC(C)C)c(=O)c2[nH]c(-c3cn[nH]c3)nc21
1122,CHEMBL411452,272.0,nM,6.57,CCn1c(=O)n(CC2CC2)c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc21
1123,CHEMBL408936,181.0,nM,6.74,CCn1c(=O)n(CC2CC2)c(=O)c2[nH]c(-c3cnn(Cc4ccccc4)c3)nc21
1124,CHEMBL430050,234.0,nM,6.63,CCn1c(=O)n(CC2CC2)c(=O)c2[nH]c(-c3cn[nH]c3)nc21
1125,CHEMBL260933,3280.0,nM,5.48,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc2n(CC)c1=O
1126,CHEMBL265213,2500.0,nM,5.6,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(F)c4)c3)nc2n(CC)c1=O
1127,CHEMBL265212,261.0,nM,6.58,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4ccccc4)c3)nc2n(CC)c1=O
1128,CHEMBL405901,496.0,nM,6.3,CCCn1c(=O)c2[nH]c(-c3cn[nH]c3)nc2n(CC)c1=O
1129,CHEMBL412747,312.0,nM,6.51,Cn1c(=O)n(CC2CC2)c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc21
1130,CHEMBL259300,73.0,nM,7.14,Cn1c(=O)n(CC2CC2)c(=O)c2[nH]c(-c3cnn(Cc4cccc(F)c4)c3)nc21
1131,CHEMBL259524,149.0,nM,6.83,Cn1c(=O)n(CC2CC2)c(=O)c2[nH]c(-c3cnn(Cc4ccccc4)c3)nc21
1132,CHEMBL259129,633.0,nM,6.2,CC(C)Cn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc2n(C)c1=O
1133,CHEMBL259130,301.0,nM,6.52,CC(C)Cn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(F)c4)c3)nc2n(C)c1=O
1134,CHEMBL409852,408.0,nM,6.39,CC(C)Cn1c(=O)c2[nH]c(-c3cnn(Cc4ccccc4)c3)nc2n(C)c1=O
1135,CHEMBL406775,1390.0,nM,5.86,CC(C)Cn1c(=O)c2[nH]c(-c3cn[nH]c3)nc2n(C)c1=O
1136,CHEMBL258507,481.0,nM,6.32,CCCCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc2n(C)c1=O
1137,CHEMBL427911,217.0,nM,6.66,CCCCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(F)c4)c3)nc2n(C)c1=O
1138,CHEMBL260763,247.0,nM,6.61,CCCCn1c(=O)c2[nH]c(-c3cnn(Cc4ccccc4)c3)nc2n(C)c1=O
1139,CHEMBL260976,139.0,nM,6.86,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(F)c4)c3)nc2n(C)c1=O
1140,CHEMBL260975,450.0,nM,6.35,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc2n(C)c1=O
1141,CHEMBL258686,125.0,nM,6.9,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4ccccc4)c3)nc2n(C)c1=O
1142,CHEMBL259342,234.0,nM,6.63,CCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc2n(C)c1=O
1143,CHEMBL260490,231.0,nM,6.64,CCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(F)c4)c3)nc2n(C)c1=O
1144,CHEMBL411329,61.0,nM,7.21,O[C@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@@H]1CCCCN1
1145,CHEMBL405235,8.1,nM,8.09,O=C(c1cccs1)c1nc(NCCCO)nc2ccsc12
1146,CHEMBL405234,4.3,nM,8.37,O=C(c1cccs1)c1nc(NCCO)nc2ccsc12
1147,CHEMBL264433,25.0,nM,7.6,O=C(c1cccs1)c1nc(NCc2ccccc2)nc2ccsc12
1148,CHEMBL264436,49.0,nM,7.31,CN(C)c1nc(C(=O)c2cccs2)c2sccc2n1
1149,CHEMBL404985,25.0,nM,7.6,CCNc1nc(C(=O)c2cccs2)c2sccc2n1
1150,CHEMBL264435,60.0,nM,7.22,NNc1nc(C(=O)c2cccs2)c2sccc2n1
1151,CHEMBL405026,23.0,nM,7.64,Nc1nc(C(=O)c2cccs2)c2sccc2n1
1152,CHEMBL260547,80.0,nM,7.1,COc1nc(C(=O)c2cccs2)c2sccc2n1
1153,CHEMBL407326,16.0,nM,7.8,CCc1nc(C(=O)c2cccs2)c2sccc2n1
1154,CHEMBL259283,29.0,nM,7.54,Cc1nc(C(=O)c2cccs2)c2sccc2n1
1155,CHEMBL260758,335.0,nM,6.47,O=C(c1nccs1)c1nc(C(F)(F)F)nc2ccsc12
1156,CHEMBL408703,22.0,nM,7.66,Cc1ccc(C(=O)c2nc(C(F)(F)F)nc3ccsc23)o1
1157,CHEMBL409547,30.0,nM,7.52,O=C(c1ccoc1)c1nc(C(F)(F)F)nc2ccsc12
1158,CHEMBL410498,33.0,nM,7.48,O=C(c1ccco1)c1nc(C(F)(F)F)nc2ccsc12
1159,CHEMBL258589,56.0,nM,7.25,O=C(c1ccsc1)c1nc(C(F)(F)F)nc2ccsc12
1160,CHEMBL406932,11.0,nM,7.96,O=C(c1cccs1)c1nc(C(F)(F)F)nc2ccsc12
1161,CHEMBL411922,118.0,nM,6.93,O=C(c1ccc[nH]1)c1nc(C(F)(F)F)nc2ccsc12
1162,CHEMBL405027,1384.0,nM,5.86,O=C(c1ccncc1)c1nc(C(F)(F)F)nc2ccsc12
1163,CHEMBL264699,435.0,nM,6.36,O=C(c1cccnc1)c1nc(C(F)(F)F)nc2ccsc12
1164,CHEMBL264698,5737.0,nM,5.24,O=C(c1ccccn1)c1nc(C(F)(F)F)nc2ccsc12
1165,CHEMBL405028,92.0,nM,7.04,O=C(c1ccccc1)c1nc(C(F)(F)F)nc2ccsc12
1166,CHEMBL265465,3055.0,nM,5.51,OC(c1ccccc1)c1nc(C(F)(F)F)nc2ccsc12
1167,CHEMBL265464,6493.0,nM,5.19,OC(c1ccccc1)c1nc(C(F)(F)F)nc2ccccc12
1168,CHEMBL408869,9524.0,nM,5.02,OC(c1ccccc1)c1cc(C(F)(F)F)nc2ccccc12
1169,CHEMBL411685,2534.0,nM,5.6,O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@@H]1CCCCN1
1170,CHEMBL411686,124.0,nM,6.91,O[C@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@H]1CCCCN1
1171,CHEMBL172,6553.0,nM,5.18,O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@H]1CCCCN1
1172,CHEMBL253753,391.0,nM,6.41,Clc1nc(-c2cccs2)c2sccc2n1
1173,CHEMBL406048,3.6,nM,8.44,OC[C@H]1CCCN1c1nc(-c2nccs2)c2sccc2n1
1174,CHEMBL260718,2.8,nM,8.55,OC[C@@H]1CCCN1c1nc(-c2nccs2)c2sccc2n1
1175,CHEMBL407638,18.0,nM,7.75,OCCNc1nc(-c2nccs2)c2sccc2n1
1176,CHEMBL406049,3.1,nM,8.51,CC(C)(C)c1nc(-c2nccs2)c2sccc2n1
1177,CHEMBL260719,3.3,nM,8.48,c1csc(-c2nc(C3CC3)nc3ccsc23)n1
1178,CHEMBL407307,1.4,nM,8.85,CC(C)c1nc(-c2nccs2)c2sccc2n1
1179,CHEMBL260773,20.0,nM,7.7,Clc1nc(-c2nccs2)c2sccc2n1
1180,CHEMBL406483,81.0,nM,7.09,CN(C)c1nc(-c2cnccn2)c2sccc2n1
1181,CHEMBL259952,19.0,nM,7.72,Cc1ccc(-c2nc(N(C)C)nc3ccsc23)nc1
1182,CHEMBL259953,26.0,nM,7.58,CN(C)c1nc(-c2ccccn2)c2sccc2n1
1183,CHEMBL406745,3079.0,nM,5.51,CN(C)c1nc(-c2cn[nH]c2)c2sccc2n1
1184,CHEMBL406314,14.0,nM,7.85,CN(C)c1nc(-c2nccn2C)c2sccc2n1
1185,CHEMBL408146,299.0,nM,6.52,CN(C)c1nc(-c2ncc[nH]2)c2sccc2n1
1186,CHEMBL259442,6.6,nM,8.18,Cc1nc(-c2nc(N(C)C)nc3ccsc23)sc1C
1187,CHEMBL407064,5.7,nM,8.24,Cc1cnc(-c2nc(N(C)C)nc3ccsc23)s1
1188,CHEMBL406315,1.3,nM,8.89,Cc1csc(-c2nc(N(C)C)nc3ccsc23)n1
1189,CHEMBL259111,35.0,nM,7.46,Nc1nc(-c2nccs2)c2sccc2n1
1190,CHEMBL402464,2.3,nM,8.64,CN(C)c1nc(-c2nccs2)c2sccc2n1
1191,CHEMBL258901,748.0,nM,6.13,CN(C)c1nc(-c2ccoc2)c2sccc2n1
1192,CHEMBL258900,203.0,nM,6.69,OCCNc1nc(-c2ccco2)c2sccc2n1
1193,CHEMBL405567,60.0,nM,7.22,CN(C)c1nc(-c2ccco2)c2sccc2n1
1194,CHEMBL260667,58.0,nM,7.24,CCNc1nc(-c2ccco2)c2sccc2n1
1195,CHEMBL259445,40.0,nM,7.4,CNc1nc(-c2ccco2)c2sccc2n1
1196,CHEMBL406298,14.0,nM,7.85,Nc1nc(-c2ccco2)c2sccc2n1
1197,CHEMBL261754,1326.0,nM,5.88,CN(C)c1nc(-c2cc3ccccc3s2)c2sccc2n1
1198,CHEMBL408624,12.0,nM,7.92,CCc1nc(-c2cccc(C)n2)c2sccc2n1
1199,CHEMBL259337,13.0,nM,7.89,CCc1nc(-c2ccccn2)c2sccc2n1
1200,CHEMBL407652,779.0,nM,6.11,CCc1nc(-n2nccn2)c2sccc2n1
1201,CHEMBL403704,142.0,nM,6.85,CCc1nc(-c2ncc[nH]2)c2sccc2n1
1202,CHEMBL259323,2.1,nM,8.68,CCc1nc(-c2nc(C)cs2)c2sccc2n1
1203,CHEMBL407650,1.6,nM,8.8,CCc1nc(-c2nccs2)c2sccc2n1
1204,CHEMBL259338,681.0,nM,6.17,CCc1nc(-c2ccoc2)c2sccc2n1
1205,CHEMBL265695,30.0,nM,7.52,CCc1nc(-c2ccco2)c2sccc2n1
1206,CHEMBL405479,172.0,nM,6.76,OCCNc1nc(-c2cccs2)c2sccc2n1
1207,CHEMBL265696,55.0,nM,7.26,CN(C)c1nc(-c2cccs2)c2sccc2n1
1208,CHEMBL407327,154.0,nM,6.81,CCNc1nc(-c2cccs2)c2sccc2n1
1209,CHEMBL265937,444.0,nM,6.35,COc1nc(-c2cccs2)c2sccc2n1
1210,CHEMBL402817,69.0,nM,7.16,CCc1nc(-c2cccs2)c2sccc2n1
1211,CHEMBL258836,102.0,nM,6.99,Cc1nc(-c2ccco2)c2ncn(C(=O)NCc3ccccc3)c2n1
1212,CHEMBL409152,23.0,nM,7.64,CN(C)c1nc(-c2ccco2)c2ncn(C(=O)NCc3ccccc3)c2n1
1213,CHEMBL411473,13.0,nM,7.89,CSc1nc(-c2ccco2)c2ncn(C(=O)NCc3ccccc3)c2n1
1214,CHEMBL410033,8.0,nM,8.1,COc1nc(-c2ccco2)c2ncn(C(=O)NCc3ccccc3)c2n1
1215,CHEMBL258960,56.0,nM,7.25,Nc1nc(-c2cncs2)c2ncn(C(=O)NCc3ccccc3)c2n1
1216,CHEMBL259164,17.0,nM,7.77,Nc1nc(-c2ccccc2)c2ncn(C(=O)NCc3ccccc3)c2n1
1217,CHEMBL264431,13.0,nM,7.89,Nc1nc(-c2cccs2)c2ncn(C(=O)NCc3ccccc3)c2n1
1218,CHEMBL411034,1.0,nM,9.0,Nc1nc(-c2ccco2)c2ncn(C(=O)NCc3ccccc3Cl)c2n1
1219,CHEMBL264432,1.0,nM,9.0,Cc1ccc(CNC(=O)n2cnc3c(-c4ccco4)nc(N)nc32)cc1
1220,CHEMBL259049,1.0,nM,9.0,Cc1cccc(CNC(=O)n2cnc3c(-c4ccco4)nc(N)nc32)c1
1221,CHEMBL429144,1.0,nM,9.0,Nc1nc(-c2ccco2)c2ncn(C(=O)NCc3ccc(F)cc3)c2n1
1222,CHEMBL259832,2.0,nM,8.7,Nc1nc(-c2ccco2)c2ncn(C(=O)NCc3ccco3)c2n1
1223,CHEMBL409915,1.0,nM,9.0,Nc1nc(-c2ccco2)c2ncn(C(=O)NCc3cccs3)c2n1
1224,CHEMBL410679,26.0,nM,7.58,C[C@@H](NC(=O)n1cnc2c(-c3ccco3)nc(N)nc21)c1ccccc1
1225,CHEMBL409682,2.0,nM,8.7,C[C@H](NC(=O)n1cnc2c(-c3ccco3)nc(N)nc21)c1ccccc1
1226,CHEMBL260989,6.0,nM,8.22,Nc1nc(-c2ccco2)c2ncn(C(=O)NCCc3ccccc3)c2n1
1227,CHEMBL409879,206.0,nM,6.69,Nc1nc(-c2ccco2)c2ncn(C(=O)Nc3ccccc3)c2n1
1228,CHEMBL261203,1.0,nM,9.0,Nc1nc(-c2ccco2)c2ncn(C(=O)NCc3ccccc3)c2n1
1229,CHEMBL260008,779.0,nM,6.11,CS(=O)(=O)c1ccc(Cn2cnc3c(-c4ccco4)nc(N)nc32)cc1
1230,CHEMBL260209,5.0,nM,8.3,Nc1nc(-c2ccco2)c2ncn(Cc3ccccc3F)c2n1
1231,CHEMBL410463,4105.0,nM,5.39,Nc1nc(-c2ccco2)c2ncn(Cc3cccc(C(=O)O)c3)c2n1
1232,CHEMBL260788,23.0,nM,7.64,Nc1cccc(Cn2cnc3c(-c4ccco4)nc(N)nc32)c1
1233,CHEMBL410445,372.0,nM,6.43,Nc1nc(-c2ccco2)c2ncn(Cc3ccc([N+](=O)[O-])cc3)c2n1
1234,CHEMBL260790,85.0,nM,7.07,Nc1nc(-c2ccco2)c2ncn(Cc3cccc([N+](=O)[O-])c3)c2n1
1235,CHEMBL260721,45.0,nM,7.35,COC(=O)c1cccc(Cn2cnc3c(-c4ccco4)nc(N)nc32)c1
1236,CHEMBL261349,8.0,nM,8.1,Nc1nc(-c2ccco2)c2ncn(Cc3cccc(Cl)c3)c2n1
1237,CHEMBL261534,6.0,nM,8.22,Cc1cccc(Cn2cnc3c(-c4ccco4)nc(N)nc32)c1
1238,CHEMBL404447,261.0,nM,6.58,Nc1nc(-c2ccco2)c2nc[nH]c2n1
1239,CHEMBL255939,2086.0,nM,5.68,Nc1nc(-c2ncc[nH]2)c2cnn(Cc3ccccc3F)c2n1
1240,CHEMBL256151,1616.0,nM,5.79,Cn1ccnc1-c1nc(N)nc2c1cnn2Cc1ccccc1F
1241,CHEMBL402606,71.0,nM,7.15,Nc1nc(-n2ccnn2)c2cnn(Cc3ccccc3F)c2n1
1242,CHEMBL402389,17.0,nM,7.77,Nc1nc(-c2nccs2)c2cnn(Cc3ccccc3F)c2n1
1243,CHEMBL267200,16.0,nM,7.8,Nc1nc(-c2cc[nH]n2)c2cnn(Cc3ccccc3F)c2n1
1244,CHEMBL257982,12.0,nM,7.92,Nc1nc(-c2ccccn2)c2cnn(Cc3ccccc3F)c2n1
1245,CHEMBL258006,9.0,nM,8.05,Nc1nc(-c2cccs2)c2cnn(Cc3ccccc3F)c2n1
1246,CHEMBL402103,340.0,nM,6.47,CS(=O)(=O)c1ccc(Cn2ncc3c(-c4ccco4)nc(N)nc32)cc1
1247,CHEMBL256344,6.0,nM,8.22,Nc1nc(-c2ccco2)c2cnn(Cc3ccc(C(F)(F)F)cc3)c2n1
1248,CHEMBL402409,2.0,nM,8.7,Nc1nc(-c2ccco2)c2cnn(Cc3c(F)cccc3F)c2n1
1249,CHEMBL403252,4.0,nM,8.4,Nc1nc(-c2ccco2)c2cnn(Cc3ccccc3F)c2n1
1250,CHEMBL257984,1322.0,nM,5.88,Nc1nc(-c2ccco2)c2cnn(Cc3cccc(C(=O)O)c3)c2n1
1251,CHEMBL258181,4.0,nM,8.4,Nc1cccc(Cn2ncc3c(-c4ccco4)nc(N)nc32)c1
1252,CHEMBL403470,8.0,nM,8.1,Nc1nc(-c2ccco2)c2cnn(Cc3ccccc3N)c2n1
1253,CHEMBL256153,119.0,nM,6.92,Nc1nc(-c2ccco2)c2cnn(Cc3ccc([N+](=O)[O-])cc3)c2n1
1254,CHEMBL256360,4.0,nM,8.4,Nc1nc(-c2ccco2)c2cnn(Cc3cccc([N+](=O)[O-])c3)c2n1
1255,CHEMBL256359,26.0,nM,7.58,Nc1nc(-c2ccco2)c2cnn(Cc3ccccc3[N+](=O)[O-])c2n1
1256,CHEMBL256361,4.0,nM,8.4,COC(=O)c1cccc(Cn2ncc3c(-c4ccco4)nc(N)nc32)c1
1257,CHEMBL401973,2.0,nM,8.7,COc1cccc(Cn2ncc3c(-c4ccco4)nc(N)nc32)c1
1258,CHEMBL257757,1.0,nM,9.0,Nc1nc(-c2ccco2)c2cnn(Cc3cccc(Cl)c3)c2n1
1259,CHEMBL257756,9.0,nM,8.05,Nc1nc(-c2ccco2)c2cnn(Cc3ccccc3Cl)c2n1
1260,CHEMBL402172,3.0,nM,8.52,Cc1cccc(Cn2ncc3c(-c4ccco4)nc(N)nc32)c1
1261,CHEMBL260338,1891.0,nM,5.72,CN(C)c1nc(-c2ccco2)c2cnn(CCc3ccccc3)c2n1
1262,CHEMBL260337,135.0,nM,6.87,OCCNc1nc(-c2ccco2)c2cnn(CCc3ccccc3)c2n1
1263,CHEMBL260146,1.0,nM,9.0,Nc1nc(-c2ccco2)c2cnn(C(=O)NCc3ccccc3)c2n1
1264,CHEMBL407049,4.0,nM,8.4,Nc1nc(-c2ccco2)c2cnn(CCCc3ccccc3)c2n1
1265,CHEMBL259210,110.0,nM,6.96,Nc1nc(-c2ccco2)c2cnn(CCc3ccccc3)c2n1
1266,CHEMBL437804,36.0,nM,7.44,Nc1nc(-c2ccco2)c2cnn(Cc3ccco3)c2n1
1267,CHEMBL259416,28.0,nM,7.55,Nc1nc(-c2ccco2)c2cnn(Cc3cccnc3)c2n1
1268,CHEMBL405789,45.0,nM,7.35,Nc1nc(-c2ccco2)c2cnn(CC3CCCCC3)c2n1
1269,CHEMBL259418,3.0,nM,8.52,Nc1nc(-c2ccco2)c2cnn(Cc3ccccc3)c2n1
1270,CHEMBL260557,48.0,nM,7.32,Nc1nc(-c2ccco2)c2cn[nH]c2n1
1271,CHEMBL406499,242.0,nM,6.62,Nc1nc(-c2ccco2)c2cc[nH]c2n1
1272,CHEMBL410678,16.0,nM,7.8,Nc1nc(-c2ccco2)c2ccn(Cc3ccccc3F)c2n1
1273,CHEMBL2112161,10000.0,nM,5.0,CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)nc(SC)nc31)[C@H](O)[C@@H]2O
1274,CHEMBL2112157,10000.0,nM,5.0,CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cc(OC)ccc4OC)nc(Cl)nc31)[C@H](O)[C@@H]2O
1275,CHEMBL458947,44100.0,nM,4.36,Cc1cc2c(c(C)c1O)c1ncccc1n2C
1276,CHEMBL458465,24900.0,nM,4.6,Cc1cc2[nH]c3cccnc3c2c(C)c1O
1277,CHEMBL458409,80600.0,nM,4.09,Cc1cc2c(c(C)c1O)c1ccncc1n2C
1278,CHEMBL442670,11.9,nM,7.92,Nc1nc(-c2ccco2)c2nnn(Cc3ccc4[nH]nnc4c3)c2n1
1279,CHEMBL512812,8.6,nM,8.07,Nc1nc(-c2ccco2)c2nnn(Cc3ccc4[nH]ncc4c3)c2n1
1280,CHEMBL468256,1.1,nM,8.96,Nc1nc(-c2ccco2)c2nnn(Cc3ccc4[nH]ccc4c3)c2n1
1281,CHEMBL511413,116.0,nM,6.94,CC(=O)Nc1ccc(Cn2nnc3c(-c4ccco4)nc(N)nc32)cc1
1282,CHEMBL510134,1.6,nM,8.8,CNc1ccc(Cn2nnc3c(-c4ccco4)nc(N)nc32)cc1
1283,CHEMBL516770,1.6,nM,8.8,Nc1nc(-c2ccco2)c2nnn(Cc3ccc(N)c(O)c3)c2n1
1284,CHEMBL459322,1.5,nM,8.82,CC(C)c1cc(Cn2nnc3c(-c4ccco4)nc(N)nc32)ccc1N
1285,CHEMBL518364,1.0,nM,9.0,CCc1cc(Cn2nnc3c(-c4ccco4)nc(N)nc32)ccc1N
1286,CHEMBL447664,1.3,nM,8.89,Cc1cc(Cn2nnc3c(-c4ccco4)nc(N)nc32)ccc1N
1287,CHEMBL517886,0.7,nM,9.15,Nc1nc(-c2ccco2)c2nnn(Cc3ccc(N)c(F)c3)c2n1
1288,CHEMBL516800,3.5,nM,8.46,Nc1ccc(Cn2nnc3c(-c4ccco4)nc(N)nc32)c(F)c1
1289,CHEMBL460976,241.0,nM,6.62,NCc1ccc(Cn2nnc3c(-c4ccco4)nc(N)nc32)cc1
1290,CHEMBL460975,1.5,nM,8.82,Nc1ccc(Cn2nnc3c(-c4ccco4)nc(N)nc32)cc1
1291,CHEMBL461008,2.5,nM,8.6,Nc1cccc(Cn2nnc3c(-c4ccco4)nc(N)nc32)c1
1292,CHEMBL516483,2.0,nM,8.7,Nc1nc(-c2ccco2)c2nnn(Cc3ccccc3N)c2n1
1293,CHEMBL506101,1.9,nM,8.72,Nc1nc(-c2ccco2)c2nnn(Cc3ccsc3)c2n1
1294,CHEMBL460799,2.3,nM,8.64,Nc1nc(-c2ccco2)c2nnn(Cc3cccs3)c2n1
1295,CHEMBL461650,8.8,nM,8.06,Nc1nc(-c2ccco2)c2nnn(Cc3ccco3)c2n1
1296,CHEMBL517277,122.0,nM,6.91,Nc1nc(-c2ccco2)c2nnn(Cc3cnccn3)c2n1
1297,CHEMBL449596,14.5,nM,7.84,Nc1nc(-c2ccco2)c2nnn(Cc3cccnc3)c2n1
1298,CHEMBL462501,12.0,nM,7.92,Nc1nc(-c2ccco2)c2nnn(Cc3ccccn3)c2n1
1299,CHEMBL460805,22.0,nM,7.66,CC(C)N(C)C(=O)c1cccc(Cn2nnc3c(-c4ccco4)nc(N)nc32)c1
1300,CHEMBL460596,10.8,nM,7.97,CC(C)NC(=O)c1cccc(Cn2nnc3c(-c4ccco4)nc(N)nc32)c1
1301,CHEMBL518178,11.1,nM,7.96,NC(=O)c1cccc(Cn2nnc3c(-c4ccco4)nc(N)nc32)c1
1302,CHEMBL461656,832.0,nM,6.08,Nc1nc(-c2ccco2)c2nnn(Cc3cccc(C(=O)O)c3)c2n1
1303,CHEMBL506511,4.0,nM,8.4,Nc1nc(-c2ccco2)c2nnn(Cc3cccc(O)c3)c2n1
1304,CHEMBL517429,4.1,nM,8.39,COC(=O)c1cccc(Cn2nnc3c(-c4ccco4)nc(N)nc32)c1
1305,CHEMBL505977,28.0,nM,7.55,Nc1nc(-c2ccco2)c2nnn(Cc3ccc([N+](=O)[O-])cc3)c2n1
1306,CHEMBL508451,3.7,nM,8.43,Nc1nc(-c2ccco2)c2nnn(Cc3cccc([N+](=O)[O-])c3)c2n1
1307,CHEMBL517418,6.6,nM,8.18,Nc1nc(-c2ccco2)c2nnn(Cc3ccccc3[N+](=O)[O-])c2n1
1308,CHEMBL461007,73.0,nM,7.14,N#Cc1ccc(Cn2nnc3c(-c4ccco4)nc(N)nc32)cc1
1309,CHEMBL517417,3.9,nM,8.41,N#Cc1cccc(Cn2nnc3c(-c4ccco4)nc(N)nc32)c1
1310,CHEMBL518497,1.8,nM,8.74,COc1cccc(Cn2nnc3c(-c4ccco4)nc(N)nc32)c1
1311,CHEMBL443665,5.4,nM,8.27,COc1ccccc1Cn1nnc2c(-c3ccco3)nc(N)nc21
1312,CHEMBL461649,2.2,nM,8.66,Nc1nc(-c2ccco2)c2nnn(Cc3cccc(C(F)(F)F)c3)c2n1
1313,CHEMBL461651,3.0,nM,8.52,Cc1cccc(Cn2nnc3c(-c4ccco4)nc(N)nc32)c1
1314,CHEMBL516611,3.0,nM,8.52,Cc1ccccc1Cn1nnc2c(-c3ccco3)nc(N)nc21
1315,CHEMBL462488,2.3,nM,8.64,Nc1nc(-c2ccco2)c2nnn(Cc3cccc(Cl)c3)c2n1
1316,CHEMBL467246,1.9,nM,8.72,Nc1nc(-c2ccco2)c2nnn(Cc3c(F)cccc3F)c2n1
1317,CHEMBL467245,2.2,nM,8.66,Nc1nc(-c2ccco2)c2nnn(Cc3cc(F)ccc3F)c2n1
1318,CHEMBL513661,2.0,nM,8.7,Nc1nc(-c2ccco2)c2nnn(Cc3ccc(F)cc3F)c2n1
1319,CHEMBL467244,2.3,nM,8.64,Nc1nc(-c2ccco2)c2nnn(Cc3cccc(F)c3F)c2n1
1320,CHEMBL467035,8.5,nM,8.07,Nc1nc(-c2ccco2)c2nnn(CC3CCCCC3)c2n1
1321,CHEMBL507426,1.9,nM,8.72,Nc1nc(-c2ccco2)c2nnn(Cc3ccccc3)c2n1
1322,CHEMBL467867,31.0,nM,7.51,Nc1nc(-c2cncs2)c2nnn(Cc3ccccc3F)c2n1
1323,CHEMBL467655,400.0,nM,6.4,Nc1nc(-c2cnn[nH]2)c2nnn(Cc3ccccc3F)c2n1
1324,CHEMBL511405,8.2,nM,8.09,Nc1nc(-c2cccs2)c2nnn(Cc3ccccc3F)c2n1
1325,CHEMBL468701,41.0,nM,7.39,Nc1nc(-c2ncco2)c2nnn(Cc3ccccc3F)c2n1
1326,CHEMBL449469,8.5,nM,8.07,Cc1cnc(-c2nc(N)nc3c2nnn3Cc2ccccc2F)s1
1327,CHEMBL505787,2.2,nM,8.66,Cc1csc(-c2nc(N)nc3c2nnn3Cc2ccccc2F)n1
1328,CHEMBL508558,8.5,nM,8.07,Nc1nc(-c2nccs2)c2nnn(Cc3ccccc3F)c2n1
1329,CHEMBL461858,239.0,nM,6.62,Nc1nc(-c2cc[nH]n2)c2nnn(Cc3ccccc3F)c2n1
1330,CHEMBL461857,2.1,nM,8.68,Cc1ccc(-c2nc(N)nc3c2nnn3Cc2ccccc2F)o1
1331,CHEMBL517278,2.7,nM,8.57,Nc1nc(-c2ccco2)c2nnn(Cc3ccccc3F)c2n1
